id,name,host_id,host_name,neighbourhood_group,neighbourhood,lat,long,country,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,house_rules,instant_bookable_False,instant_bookable_True,instant_bookable_unknown,host_identity_verified_unknown,host_identity_verified_verified,price_per_night,availability_level,is_highly_rated,is_active,host_experience,is_expensive,price_category
45726038,Spacious 1 bedroom apt  fantastic view Midtown NYC,37735713233,Terry,Manhattan,Hell's Kitchen,40.76383,-73.99251,United States,0.0,Entire home/apt,2022.0,552,110,2.0,85.0,6/26/2019,3.43,2.0,1.0,0.0,#NAME?,False,True,False,False,True,276.0,,False,True,new,False,medium
5315351,Modern Clean Loft in Prime Brooklyn,19791310978,Scott,Brooklyn,Gowanus,40.6777,-73.99126,United States,0.0,Entire home/apt,2007.0,1125,225,4.0,0.0,,0.0,1.0,1.0,251.0,Check-in time is 1PM. Read the manual after you book - it covers everything INCLUDING check in. This manual should come in the check in,False,True,False,False,True,281.25,high,False,False,new,True,high
8303847,Quintessential New York Apartment,19777334664,Tommy,Manhattan,Upper West Side,40.7859,-73.9779,United States,1.0,Private room,2014.0,302,60,1.0,1.0,12/31/2016,0.03,2.0,1.0,285.0,"No smoking, no pets. No jumping on bed or couch.  Used toilet paper, paper towel , and sanitary napkins need to be disposed in trash can not in toilet. Thank you for  treating my home with respect .",False,True,False,False,True,302.0,high,False,True,new,False,low
21827464,Airy Brooklyn Limestone:  2 bedroom suite,86132163215,Billye And Joe,Brooklyn,Crown Heights,40.67133,-73.94631,United States,2.0,Private room,2014.0,603,121,3.0,4.0,4/22/2019,0.56,3.0,2.0,89.0,Please treat the apartment like it is your own. No smoking.,True,False,False,False,False,201.0,medium,False,True,small,False,medium
11667354,Private Room in Heart of East Village!,85155608614,Josephine,Manhattan,East Village,40.72718,-73.98238,United States,2.0,Private room,2016.0,590,118,4.0,7.0,1/3/2019,0.33,5.0,1.0,0.0,"We expect travelers to leave the apartment in the same condition that they left it in. We take great care of the apartment as we feel it is a truly special home, and hope that others will treat it the same way! We will provide fresh sheets and towels, which guests can put in a pile upon leaving. We do not allow pets unfortunately. Although we love them, the building does not!",True,False,False,False,False,147.5,,True,True,new,False,medium
34261947,Cozy Bedroom in Kensington,29631073374,Linda & Stephanie,Brooklyn,Kensington,40.64142,-73.97149,United States,2.0,Private room,2004.0,1008,202,7.0,12.0,12/27/2021,0.82,4.0,3.0,213.0,none,False,True,False,False,False,144.0,high,False,True,small,True,high
45024617,Beautiful apartment ~25min from Times Square,77702344487,Yaroslav,Bronx,Mount Hope,40.84499,-73.91157,United States,0.0,Entire home/apt,2011.0,571,114,5.0,3.0,8/21/2018,0.13,5.0,1.0,0.0,"Pets are allowed but no smoking inside the house. You're welcome to smoke outside. Quiet building overall, respect the other tenants and please no large parties.",False,True,False,False,True,114.2,,True,True,new,False,medium
30112517,WHIMSICAL ARTIST'S 1 BRM Apt near Central Park UWS,57115283690,Blake,Manhattan,Upper West Side,40.79937,-73.96193,United States,0.0,Entire home/apt,2004.0,1136,227,4.0,28.0,2/20/2022,0.37,2.0,2.0,8.0,none,True,False,False,False,False,284.0,low,False,True,small,True,high
26905863,Lux 2BR apt City View:),68967437043,Matt,Manhattan,Upper West Side,40.77119,-73.98769,United States,2.0,Entire home/apt,2007.0,812,162,3.0,1.0,6/20/2019,1.0,4.0,1.0,14.0,"Since I live in the apartment, I expect guests to respect the space and be quiet when coming in late.   No entertaining or overnight guests, please.",True,False,False,False,True,270.6666666666667,low,False,True,new,True,medium
41455654,Cozy E. Williamsburg 3-bedroom apt! (Bedroom 1),30460930856,Isabelle,Brooklyn,Williamsburg,40.70665,-73.93894,United States,1.0,Private room,2010.0,916,183,5.0,0.0,,0.0,2.0,2.0,67.0,none,False,True,False,False,True,183.2,medium,False,False,small,True,high
52858992,"Cozy apartment in Brooklyn, NY",22246521273,Melissa,Brooklyn,East Flatbush,40.6485,-73.95157,United States,2.0,Entire home/apt,2022.0,934,187,2.0,1.0,1/1/2019,0.16,2.0,3.0,191.0,none,True,False,False,False,False,467.0,medium,False,True,small,True,high
45443812,Best of Brooklyn - Williamsburg 2 Bed/2 Bath Apt,15723432187,David,Brooklyn,Williamsburg,40.71666,-73.96644,United States,1.0,Entire home/apt,2012.0,467,93,4.0,40.0,7/6/2019,1.58,1.0,1.0,41.0,none,False,True,False,False,True,116.75,low,False,True,new,False,medium
20522380,Bedroom Two  in Private House Near JFK Airport,16315482554,Cando,Queens,South Ozone Park,40.67296,-73.79658,United States,0.0,Private room,2013.0,1176,235,1.0,75.0,7/5/2019,9.34,5.0,3.0,57.0,Smoking is strictly prohibited. Your pets are welcome but please mind them. NO PARTIES ALLOWED.  EXCESSIVE NOISE IS STRICTLY PROHIBITED,False,True,False,False,True,1176.0,medium,True,True,small,True,high
17143960,Artsy and modern room in a friendly neighborhood.,53414716490,Kamila,Queens,Ridgewood,40.69741,-73.89895,United States,2.0,Private room,2010.0,77,15,4.0,0.0,,0.0,2.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",False,True,False,False,True,19.25,,False,False,new,False,low
49538012,Awesome 2bdr in the heart of the East Village,66432708699,Catalina,Manhattan,East Village,40.72872,-73.98267,United States,0.0,Entire home/apt,2015.0,790,158,7.0,12.0,5/25/2019,0.78,4.0,2.0,128.0,"You must disclose at what time you are planning to arrive when booking.  If it's too late at night, we may not be able to accommodate you.  If you don't disclose the information, your reservation will be canceled immediately.  International guests:  Please make sure your visa/work permits are in order.  We cannot refund your money if you are unable to come because your paperwork was not in order.  If you are booking far in advance because of work/study issues, please be aware that if things change because of whatever circumstance we are not able to give you a full refund.  Please understand that we have kept your place for months foregoing other bookings.  The policy is that if you let us know a week in advance, you will receive 50% of what you have paid.  Also, the money that you pay upfront to secure the place is kept by airbnb which handles all money transactions.  No smoking indoors, only on the deck.  No pets.  Come and go as you please.  No loud music please.  Own housekeeping du",True,False,False,False,False,112.85714285714286,medium,False,True,small,True,medium
3973815,Private room,52726434051,Deborah,Bronx,Longwood,40.81321,-73.90259,United States,2.0,Private room,2014.0,1028,206,3.0,2.0,1/2/2019,0.22,5.0,2.0,31.0,#NAME?,True,False,False,False,False,342.6666666666667,low,True,True,small,True,high
13598194,Spring in Bed Stuy,87411790217,Angela,Brooklyn,Bedford-Stuyvesant,40.68257,-73.9279,United States,1.0,Entire home/apt,2003.0,935,187,2.0,77.0,6/21/2019,2.96,2.0,1.0,277.0,No Smoking,True,False,False,False,True,467.5,high,False,True,new,True,high
4663085,Amazing Private & Cozy Williamsburg Room *rooftop*,48264645939,Matthew,Brooklyn,Williamsburg,40.70936,-73.94109,United States,1.0,Private room,2007.0,1043,209,3.0,125.0,7/3/2019,3.26,5.0,1.0,78.0,"Please remember that this is a residential building.  All building rules, hotel occupancy restrictions, and year-round tenants must be respected.",False,True,False,False,False,347.6666666666667,medium,True,True,new,True,high
17207475,Manhattan Palace Presidential Suite,83791853303,Joseph,Manhattan,Upper West Side,40.80115,-73.96524,United States,0.0,Private room,2010.0,758,152,1.0,0.0,,0.0,4.0,1.0,0.0,none,False,True,False,False,False,758.0,,False,False,new,True,medium
2112564,"Sunny bedroom, next to subway and Central Park",66935373440,Elisa,Manhattan,East Harlem,40.78933,-73.94932,United States,1.0,Private room,2020.0,1044,209,2.0,53.0,6/19/2019,0.86,5.0,4.0,96.0,none,True,False,False,False,False,522.0,medium,True,True,small,True,high
29759045,Modern Two Bedroom Apartment with Warm Hospitality,295594870,Vienna,Queens,Ridgewood,40.70136,-73.90122,United States,0.0,Entire home/apt,2022.0,103,21,3.0,10.0,2/23/2022,0.4,4.0,1.0,76.0,none,False,True,False,False,True,34.333333333333336,medium,False,True,new,False,low
52758474,"Bright, super spacious 1.5 bedroom apt",14401804748,Quentin,Brooklyn,Williamsburg,40.72156,-73.96043,United States,0.0,Entire home/apt,2021.0,958,192,6.0,6.0,1/1/2019,0.39,3.0,1.0,11.0,Garbage and recycling is on the same floor as unit if more refuse is created than can be stored. There is a door that is labeled as such and there are bins for recycling and a garbage shute for tied plastic garbage bags.,False,True,False,False,False,159.66666666666666,low,False,True,new,True,high
27833727,Nice and large room to rent in a 2 beds apt,15362481758,Uri,Brooklyn,Sheepshead Bay,40.60146,-73.94673,United States,2.0,Private room,2017.0,752,150,2.0,0.0,,0.0,5.0,1.0,89.0,No Smoking.  No pets except by special arrangement.   Please keep reasonably quiet when in the apartment/building--this is a quiet and densely populated neighborhood. Please DO NOT leave trash on the street.  Separate recycling. Contact me if trash needs to be removed during your stay.,False,True,False,False,False,376.0,medium,True,False,new,True,medium
1167026,Unique spacious loft on the Bowery,22374277894,Farrell,Manhattan,Little Italy,40.71943,-73.99627,United States,1.0,Entire home/apt,2013.0,178,36,2.0,191.0,6/20/2019,1.88,2.0,1.0,397.0,none,False,True,False,False,True,89.0,,False,True,new,False,low
34218315,Study zone near Columbia â€¢â€¢â€¢,58874645694,Tyler,Manhattan,Upper West Side,40.798267,-73.964378,United States,0.0,Private room,2017.0,520,104,1.0,7.0,12/28/2021,1.06,3.0,3.0,150.0,none,False,True,False,False,True,520.0,medium,False,True,small,False,medium
44968282,Brand New Historic Harlem Duplex Apartment,28142177784,Julien,Manhattan,Harlem,40.82168,-73.95161,United States,0.0,Entire home/apt,2005.0,1196,239,3.0,45.0,8/6/2018,1.82,5.0,1.0,0.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, weâ€™ll let you know. Check-out is normally 11 am local time, but weâ€™d be happy to extend it as long as we donâ€™t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Donâ€™t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we donâ€™t allow pets in any of our apartments. 7. Unless youâ€™re staying in one of our specialty apartments, we donâ€™t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",False,True,False,False,False,398.6666666666667,,True,True,new,True,high
29171950,"Picturesque, STRAWBERRY escape in The Bronx, NY",31002171525,Salwah,Bronx,Parkchester,40.83549,-73.86306,United States,0.0,Entire home/apt,2008.0,841,168,1.0,119.0,2/27/2022,6.55,2.0,1.0,363.0,none,False,True,False,False,False,841.0,high,False,True,new,True,high
17023007,Convenient and friendly home  away from home,90539589962,Myriam,Queens,East Elmhurst,40.75966,-73.88295,United States,1.0,Private room,2020.0,79,16,1.0,140.0,7/6/2019,7.47,4.0,2.0,81.0,"This is a family place no large parties,i.e. over 10 people.  No smoking inside except vaporizer. Treat our home as you would want someone to treat yours . Be mindful of neighbors.  If a dish or something breaks don't worry we can resolve anything. The plumbing is old so it's  helpful to use the hair strainer in-place at the  drain of the bath tub and of course nothing down the toilet except waste and toilet paper .  We have an emergency number for a plumber if something unforeseen occurs. Kitchen we have a garbage disposal but we do our best to throw all the waste in the garbage can and use the disposal just for little bits .  The switch for the disposal is located to the left of the sink on the wall. Its the one on the right the other switch is for the upper cabinet lights. very important, no grease or oil down the drain ..save it up in a container and throw the container away in the garbage. Trash/garbage day is Friday in the a.m. it needs to be out on the sidewalk in front of the g",True,False,False,False,True,79.0,medium,False,True,small,False,low
6554160,George Washington Bridge Delight- Entire Apt!,87815751840,Sally,Manhattan,Washington Heights,40.85159,-73.94036,United States,1.0,Entire home/apt,2021.0,408,82,1.0,32.0,6/30/2019,1.18,4.0,1.0,316.0,#NAME?,True,False,False,False,False,408.0,high,False,True,new,False,low
50622730,Parlour Apartment in PreWar Home,79028117383,James,Brooklyn,Bedford-Stuyvesant,40.67776,-73.92754,United States,0.0,Shared room,2014.0,612,122,4.0,17.0,10/8/2018,0.53,3.0,1.0,0.0,none,False,True,False,False,True,153.0,,False,True,new,False,medium
31791509,Romantic Getaway Room with Private Backyard,72496162250,Lou,Brooklyn,Brownsville,40.66143,-73.9132,United States,2.0,Private room,2022.0,1090,218,2.0,70.0,2/1/2022,2.0,5.0,3.0,85.0,none,True,False,False,False,True,545.0,medium,True,True,small,True,high
45050575,Private room in luxury building,96706279260,Christian,Manhattan,Financial District,40.70438,-74.00894,United States,2.0,Private room,2011.0,155,31,1.0,0.0,,0.0,1.0,1.0,0.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, weâ€™ll let you know. Check-out is normally 11 am local time, but weâ€™d be happy to extend it as long as we donâ€™t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Donâ€™t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we donâ€™t allow pets in any of our apartments. 7. Unless youâ€™re staying in one of our specialty apartments, we donâ€™t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",False,True,False,False,True,155.0,,False,False,new,False,low
11275773,Cozy Studio in Midtown,781818400,Shruti,Manhattan,Murray Hill,40.74993,-73.977,United States,2.0,Entire home/apt,2008.0,654,131,2.0,32.0,6/19/2019,0.91,3.0,1.0,0.0,Please be respectful of the space and building!  No loud noises or extra guests beyond 10pm.,False,True,False,False,False,327.0,,False,True,new,True,medium
55672961,Warm Duplex Townhouse,88726249350,Joseph,Brooklyn,Crown Heights,40.67177,-73.95334,United States,1.0,Entire home/apt,2005.0,250,50,4.0,9.0,6/22/2019,1.32,4.0,1.0,247.0,- We have school age children and request that our guests do not come and go and after 11pm on weekdays.,True,False,False,False,False,62.5,high,False,True,new,False,low
42795534,Spacious bedroom in the heart of the West Village,51964104672,Lorenzo,Manhattan,West Village,40.73587,-74.0043,United States,0.0,Private room,2003.0,626,125,2.0,3.0,4/28/2019,1.22,4.0,2.0,128.0,none,False,True,False,False,True,313.0,medium,False,True,small,True,medium
2479291,"Central, Peaceful Semi-Private Room",69955625128,Tangier,Brooklyn,Flatbush,40.63899,-73.95177,United States,1.0,Shared room,2014.0,428,86,2.0,5.0,10/20/2014,0.07,5.0,1.0,384.0,* No smoking * No pets * No loud music,True,False,False,False,False,214.0,,True,True,new,False,low
7648819,Fully Furnished studio in Brooklyn,49820142149,George,Brooklyn,Gowanus,40.67696,-73.99569,United States,1.0,Entire home/apt,2013.0,672,134,3.0,10.0,9/7/2018,0.7,2.0,1.0,283.0,none,False,True,False,False,True,224.0,high,False,True,new,True,medium
39668411,MANHATTAN BEAUTIFUL PIANO ROOM,91913225139,Ale,Manhattan,Harlem,40.82258,-73.95418,United States,2.0,Private room,2013.0,1080,216,2.0,67.0,6/28/2019,0.88,3.0,4.0,117.0,none,False,True,False,False,True,540.0,medium,False,True,small,True,high
30650457,Hotel Room Queen/Queen Beds Chelsea,58447249686,Michelle,Manhattan,Chelsea,40.74782,-73.99051,United States,1.0,Private room,2021.0,1014,203,1.0,21.0,2/16/2022,1.84,2.0,50.0,31.0,none,False,True,False,False,False,1014.0,low,False,True,professional,True,high
48483119,"Spacious, private room in Apt in Bushwick!",39391787813,Yvonne,Brooklyn,Bushwick,40.6928,-73.91614,United States,1.0,Private room,2012.0,855,171,1.0,5.0,5/10/2019,0.13,3.0,2.0,30.0,none,True,False,False,False,True,855.0,low,False,True,small,True,high
8148650,1 bedroom in Morningside Apartment,37103720358,Amanda,Manhattan,Washington Heights,40.85509,-73.93236,United States,0.0,Private room,2003.0,426,85,1.0,1.0,12/31/2015,0.02,5.0,1.0,414.0,none,True,False,False,False,True,426.0,,True,True,new,False,low
21660118,Guest room nice family in Cypress Hills  :),90295945190,Mercedes,Brooklyn,Cypress Hills,40.68983,-73.86905,United States,1.0,Private room,2004.0,635,127,3.0,6.0,1/2/2019,0.78,4.0,1.0,6.0,"13 nights minimum stay, no smoking or pets.",True,False,False,False,True,211.66666666666666,low,False,True,new,True,medium
22606760,"Private Room in Top Floor Apartment, heart of NYC",33306579683,Liz,Manhattan,Lower East Side,40.72165,-73.98693,United States,2.0,Private room,2015.0,116,23,1.0,0.0,,0.0,2.0,2.0,0.0,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",False,True,False,False,True,116.0,,False,False,small,False,low
32460896,Relaxing Clean Private Room,39062713060,Jeff And Michelle,Brooklyn,Bensonhurst,40.61481,-73.9906,United States,1.0,Private room,2016.0,472,94,2.0,34.0,1/17/2022,0.88,4.0,2.0,48.0,none,False,True,False,False,True,236.0,low,False,True,small,False,medium
50845859,Best Location on the Upper West Side! - Part II,9902653842,Sasha,Manhattan,Upper West Side,40.7892,-73.9734,United States,0.0,Private room,2011.0,1039,208,1.0,47.0,6/23/2019,1.5,3.0,2.0,0.0,Quiet building.,True,False,False,False,True,1039.0,,False,True,small,True,high
29190728,The Paul Hotel Chelsea Luxury that sleeps 4,18449732408,Vk,Manhattan,Chelsea,40.7472,-73.98996,,,Private room,2021.0,392,78,1.0,24.0,2/27/2022,1.87,3.0,26.0,112.0,none,False,False,True,False,False,392.0,medium,False,True,professional,False,low
5202130,Spacious Studio - Central Park!,53817515944,Adam,Manhattan,Upper West Side,40.79589,-73.96187,United States,1.0,Entire home/apt,2016.0,1107,221,3.0,,1/2/2018,0.25,3.0,1.0,-3.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",True,False,False,False,False,369.0,,False,True,new,True,high
24127242,BK Home Away From Home,74610941179,Mary Ann,Brooklyn,Bedford-Stuyvesant,40.68994,-73.93425,United States,2.0,Entire home/apt,2012.0,327,65,1.0,11.0,7/2/2019,5.16,4.0,1.0,52.0,"Please remember that this is a residential building.  All building rules, hotel occupancy restrictions and year-round tenant must be respected.",True,False,False,False,True,327.0,medium,False,True,new,False,low
16687761,A Well-Appointed Home in a Historic BK Brownstone,50502154840,Tariq,Brooklyn,Bedford-Stuyvesant,40.68522,-73.94512,United States,0.0,Entire home/apt,2021.0,1009,202,3.0,2.0,1/1/2018,0.11,4.0,1.0,0.0,none,True,False,False,False,False,336.3333333333333,,False,True,new,True,high
4586315,Cool artist apartment in Williamsburg/Bushwick,77576945293,Henrique,Brooklyn,Williamsburg,40.70659,-73.94049,United States,0.0,Entire home/apt,2012.0,647,129,4.0,7.0,8/20/2018,0.16,3.0,1.0,185.0,"â€¢ Check-in time is 3:00PM. â€¢ check out time is 11:00AM â€¢ No parties or events â€¢ Not suitable for pets â€¢ No smoking You have access to the kitchen (and all common areas), please clean after yourself.  Please mind the cat, avoid letting him out. He will be your new best friend and love you instantly if you want him to. I look forward to meeting you and hosting you.",False,True,False,False,True,161.75,medium,False,True,new,True,medium
21434779,Large open space in Bushwick,58991625259,Kyla,Brooklyn,Bushwick,40.69418,-73.9114,United States,1.0,Private room,2008.0,945,189,3.0,13.0,6/15/2019,1.51,2.0,5.0,329.0,"Please be clean and respectful of the apartment, building and neighbors. No smoking indoors. Pets are allowed on a case by case basis.",False,True,False,False,True,315.0,high,False,True,small,True,high
32927590,Private Studio Chelsea 23 x 8th Ave 30sec to train,85810461659,Esther,Manhattan,Chelsea,40.7464,-74.00024,United States,1.0,Entire home/apt,2013.0,792,158,3.0,12.0,1/7/2022,0.31,2.0,1.0,72.0,none,True,False,False,False,False,264.0,medium,False,True,new,True,medium
49012775,"Cozy, Artistic Room with Lots of Natural Light",66658897112,Anne-Marie,Brooklyn,Bedford-Stuyvesant,40.68838,-73.9519,United States,0.0,Private room,2004.0,672,134,2.0,1.0,8/27/2016,0.03,2.0,1.0,0.0,"For non-smokers only, quiet, respectful, persons.",True,False,False,False,True,336.0,,False,True,new,True,medium
34920841,UNTITLED at Freeman-Charming Studio 513,40300460739,Karen,Manhattan,Nolita,40.72263,-73.99337,United States,0.0,Entire home/apt,2016.0,137,27,2.0,8.0,12/12/2021,1.57,4.0,208.0,177.0,none,True,False,False,False,False,68.5,medium,False,True,,False,low
18361230,Chic one Bedroom apartment NYC,61049033506,Oscar,Queens,Ridgewood,40.70142,-73.90515,United States,0.0,Entire home/apt,2008.0,974,195,1.0,22.0,6/30/2019,1.64,5.0,2.0,5.0,none,False,True,False,False,False,974.0,low,True,True,small,True,high
50917105,Cozy Bedroom in the heart of Williamsburg,64662310052,Laura,Brooklyn,Williamsburg,40.71957,-73.95828,United States,1.0,Private room,2019.0,1153,231,4.0,0.0,,0.0,3.0,1.0,0.0,#NAME?,True,False,False,False,True,288.25,,False,False,new,True,high
28564972,LOVELY SMALL ROOM IN BEST LOCATION NYC,86810604598,Mauricio,Queens,Long Island City,40.74703,-73.94754,United States,0.0,Private room,2007.0,235,47,1.0,10.0,3/2/2022,10.0,5.0,3.0,96.0,none,True,False,False,False,True,235.0,medium,True,True,small,False,low
17456010,Comfy Bedroom in East Williamsburg,14669262295,Brian,Brooklyn,Bushwick,40.70364,-73.93146,United States,0.0,Private room,2013.0,1186,237,2.0,23.0,8/19/2018,1.39,3.0,2.0,0.0,THE HOUSE HAS 4 FLOORS AND IS SHARED WITH THE OWNER AND ONE OR TWO OTHER OCCUPANTS.   QUIET IS ASSURED (ESPECIALLY LATE EVENINGS) SMOKING IS NOT PERMITTED INSIDE THE HOUSE. THERE ARE NO LOCKS ON ROOM DOORS AS THESE ARE BEDROOMS IN A PRIVATE HOME.  PRIVACY IS ASSURED AND RESPECT OTHERS' BELONGINGS ,False,True,False,False,False,593.0,,False,True,small,True,high
5653359,Modern Rustic NYC Chic in the LES,12256878427,Matt,Manhattan,Chinatown,40.71507,-73.99033,United States,1.0,Entire home/apt,2004.0,188,38,4.0,27.0,5/18/2018,0.58,5.0,1.0,218.0,none,True,False,False,False,False,47.0,high,True,True,new,False,low
21483934,"Cozy Room In The Heart Of Bushwick, Brooklyn",54194701094,Andrea,Brooklyn,Bushwick,40.70167,-73.93308,United States,2.0,Private room,2018.0,917,183,1.0,3.0,5/17/2019,0.36,2.0,2.0,342.0,â€¢ Check-in time is 3PM.,True,False,False,False,True,917.0,high,False,True,small,True,high
19412257,Natural Light - Airy and Large Apartment,75751539002,Jack,Manhattan,Midtown,40.75786,-73.96679,United States,1.0,Entire home/apt,2014.0,143,29,7.0,8.0,12/4/2018,0.76,3.0,1.0,0.0,none,False,True,False,False,True,20.428571428571427,,False,True,new,False,low
2698002,Enjoy Harlem Renassiance Sunny Room,17924160150,Andre,Manhattan,Harlem,40.82519,-73.9453,United States,0.0,Private room,2019.0,1008,202,1.0,93.0,7/2/2019,1.34,2.0,3.0,128.0,none,False,True,False,False,True,1008.0,medium,False,True,small,True,high
18645664,"Centrally located, quiet Hell's Kitchen bedroom.",15206808431,Michael,Manhattan,Hell's Kitchen,40.76402,-73.98694,United States,2.0,Private room,2017.0,927,185,4.0,1.0,5/13/2018,0.07,2.0,1.0,0.0,none,True,False,False,False,False,231.75,,False,True,new,True,high
8472298,Queen Cabin with Window One,50763580845,The Bowery House,Manhattan,Nolita,40.72288,-73.99466,United States,0.0,Private room,2018.0,344,69,1.0,19.0,3/21/2019,0.46,1.0,8.0,36.0,none,True,False,False,False,False,344.0,low,False,True,experienced,False,low
25247858,Beautiful Private Room in Upper East Side #8,89298901406,Shai,Manhattan,Upper East Side,40.78222,-73.9456,United States,0.0,Private room,2018.0,625,125,3.0,3.0,5/15/2019,1.1,5.0,9.0,8.0,none,False,True,False,False,True,208.33333333333334,low,True,True,experienced,True,medium
17447173,Private 1BR Apt in Sunnyside Close to Train & LGA,37482829668,Brie,Queens,Sunnyside,40.74526,-73.91355,United States,1.0,Entire home/apt,2021.0,525,105,4.0,26.0,5/26/2019,1.53,2.0,1.0,50.0,"No smoking , The key located in front of the main door next to the railing   Inside of the locker , I will send the passcode to the guest prior check in , please remember to put the key back in the locker when check out .      With the key , please open with the passcode, take the key out , then close the locker , when you check out , please open the locker , place the key , then close the locker . Thank you  The Internet username : kenwang549 Password: columbus12345 The assigned parking in the behind of the building , you can follow the direction with the picture shown , and there is a sign for the parking space . Any questions or problems please contact me at (PHONE NUMBER HIDDEN) , or e mail me . Thank you",False,True,False,False,True,131.25,low,False,True,new,False,medium
7856484,Super Cozy Room in Floor Through Apartment,33498482463,Sandy,Brooklyn,Williamsburg,40.71731,-73.943,United States,1.0,Private room,2005.0,845,169,2.0,42.0,11/24/2018,1.33,4.0,2.0,324.0,"Guests are responsible to clean up after themselves in common areas including dishes (dishwasher), and countertops. No candles or open flames in the condominium.",True,False,False,False,True,422.5,high,False,True,small,True,high
52594993,Beautiful Bright Apartment Soho,6621194722,Katy,Manhattan,SoHo,40.72172,-74.0041,United States,2.0,Entire home/apt,2020.0,353,71,5.0,6.0,10/14/2018,0.37,5.0,3.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees. ",True,False,False,False,False,70.6,,True,True,small,False,low
38910103,The ocean view room size 12x14,63572188180,Denise,Brooklyn,Crown Heights,40.67139,-73.93131,United States,1.0,Private room,2004.0,269,54,5.0,11.0,1/1/2019,0.6,5.0,7.0,278.0,none,False,True,False,False,False,53.8,high,True,True,experienced,False,low
33806851,2 Bedroom Apartment Upper East Side-Great for Kids,2641059317,D,Manhattan,Upper East Side,40.76951,-73.95123,United States,2.0,Entire home/apt,2020.0,75,15,2.0,3.0,1/1/2022,1.29,3.0,3.0,130.0,none,True,False,False,False,False,37.5,medium,False,True,small,False,low
12163871,Amazing studio in the heart of chelsea!,72982971727,Liad,Manhattan,Chelsea,40.74485,-74.00186,United States,1.0,Entire home/apt,2005.0,909,182,1.0,124.0,7/4/2019,3.94,1.0,1.0,86.0,#NAME?,False,True,False,False,True,909.0,medium,False,True,new,True,high
31262958,Spacious Female Well Furnished Twinrental|Brooklyn,20961305615,SharedEasy,Brooklyn,Bedford-Stuyvesant,40.69246,-73.93407,United States,1.0,Shared room,2014.0,567,113,3.0,2.0,2/12/2022,1.09,5.0,2.0,324.0,none,False,True,False,False,False,189.0,high,True,True,small,False,medium
21525356,Designer Brooklyn Townhouse with Garden,51775364190,Charlotte,Brooklyn,Gowanus,40.67662,-73.98642,United States,1.0,Entire home/apt,2003.0,1078,216,2.0,6.0,6/24/2019,0.8,4.0,1.0,3.0,none,True,False,False,False,True,539.0,low,False,True,new,True,high
44596584,"Hip, cozy apartment (with cat) in terrific Harlem!",27337371261,Grace,Manhattan,Harlem,40.81108,-73.94682,United States,2.0,Entire home/apt,2005.0,684,137,2.0,2.0,6/4/2017,0.08,2.0,1.0,0.0,"Thanks for not smoking and leaving your pets at home! Thanks for keeping the house locked. Thanks for not throwing parties. And... all of the usual stuff that is just good common sense like using coasters and place mats and returning the apartment to the way it looked when you arrived. There is no parking in the driveway. At the end of your stay, please strip the beds and put the sheets in the pantry or on the bathroom floor. Towels can be put with the sheets. Trash and recycling pick up is on Tuesdays. If you are staying through a Tuesday, please put your garbage and recycling outside in the appropriate barrels Monday night or by 7:00 am on Tuesdays. THANKS!",False,True,False,False,False,342.0,,False,True,new,True,medium
